grade,sqft_above,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_basement,yr_built,zipcode
8,1850,325000,4,2.5,1850,7324,2,0,1997,98042
7,1920,340500,3,2,2270,28025,1,350,1947,98168
8,1810,342500,3,2.5,1810,5192,2,0,1993,98038
6,1610,290900,2,2,1610,17600,2,0,1930,98178
10,3840,868700,3,4.25,3840,6161,2,0,2000,98074
9,3130,1.20E+06,4,2.75,4110,8400,2,980,1928,98125
11,3150,1.15E+06,4,3.25,4190,10259,2,1040,2000,98074
9,3390,859900,4,2.75,3390,6298,2,0,2011,98074
7,1890,520000,4,2.25,1890,3006,2,0,2003,98029
9,1080,460000,3,2.5,1610,2527,2,530,2005,98118
7,850,438924,3,1.5,1050,4590,1,200,1949,98115
5,630,315000,2,1,630,6550,1,0,1918,98126
8,1780,590000,4,2.75,2910,10650,1,1130,1975,98033
7,850,378500,4,1.75,1700,8640,1,850,1955,98006
9,1950,328500,3,2.5,1950,8130,2,0,1990,98042
8,2990,849950,3,3,2990,9773,2,0,1973,98005
7,900,525000,3,1.5,1350,6000,1,450,1950,98136
9,4860,1.39E+06,4,3.25,4860,181319,2.5,0,1993,98074
8,1460,295000,4,2.5,2160,7725,1,700,1978,98023
11,3860,1.07E+06,6,3.5,4860,11793,2,1000,1998,98006
6,890,207950,2,2,890,5000,1,0,1917,98118
9,2810,699900,4,2.75,2810,7302,2,0,2002,98075
8,3400,1.28E+06,5,2.5,3400,9500,2,0,1977,98027
7,960,452000,4,1.5,1580,7350,1,620,1963,98052
7,1680,370000,3,2,1680,5036,1,0,1987,98055
7,1300,232000,3,1.75,1300,11230,1,0,1968,98042
7,2380,669950,5,2.5,2820,14062,2,440,1960,98034
7,1070,397500,3,2,1510,6710,1,440,1972,98034
8,870,490000,2,2.5,1230,1391,2,360,2004,98112
9,1710,725000,4,2,2110,4140,2,400,1925,98116
7,1610,299000,3,2.75,3080,19635,1,1470,1958,98032
7,1190,625000,2,1.5,1490,5750,1.5,300,1900,98116
7,2120,437500,3,2.5,2120,4500,2,0,2000,98065
9,3180,650000,4,2.5,3180,5438,2,0,2003,98065
7,860,475000,2,1,1490,3825,1,630,1929,98117
8,1930,342000,3,2,1930,11947,1,0,1966,98042
10,2770,1.20E+06,4,2.5,2770,7800,2,0,1999,98033
7,1670,280000,3,1.5,1670,11610,1,0,1963,98055
7,1330,240000,2,1.75,1330,7200,1,0,1993,98188
7,1210,529000,3,1,1210,3328,1.5,0,1924,98107
7,1030,442000,3,1,1190,5100,1,160,1941,98136
7,820,615000,2,1,1540,6872,1,720,1946,98119
10,4030,1.49E+06,4,3.75,4030,10800,2,0,2006,98033
8,1580,585000,4,1.75,2430,7559,1,850,1981,98052
8,2600,480000,4,2.5,2600,7787,2,0,2005,98059
9,4410,1.10E+06,5,3.5,4410,57063,2,0,1990,98053
7,1330,290000,4,1,1330,8184,1.5,0,1949,98133
7,950,615000,3,1.75,1900,5000,1,950,1951,98116
7,1100,300000,2,1,1100,7680,1,0,1950,98133
6,1580,308000,3,1,1980,39150,1.5,400,1932,98030
9,2400,750000,3,2.5,2400,7745,2,0,2001,98033
9,3390,2.25E+06,4,2.25,4760,8036,2.5,1370,1916,98112
10,3180,890000,4,3.25,3180,194278,2,0,2005,98059
6,1190,288000,3,1,1190,7560,1,0,1958,98058
6,630,190000,2,1,630,6000,1,0,1943,98178
8,1520,515000,5,3,2530,5105,1,1010,2005,98133
5,1690,235000,4,1.5,1690,11054,1,0,1930,98055
6,940,275000,2,1,940,5000,1,0,1951,98126
7,1240,727500,2,2,1240,9119,1,0,1952,98004
7,3040,650000,4,2.5,3040,6587,2,0,2003,98053
11,6050,1.60E+06,6,5,6050,230652,2,0,2001,98024
6,1590,365000,4,1,1590,7085,1.5,0,1944,98125
9,2500,662000,3,1.75,2500,36947,1,0,1984,98052
7,1320,270500,3,2.5,1780,7848,1,460,1978,98038
7,1360,200000,2,1.5,1360,1898,2,0,1978,98092
10,4740,970000,4,3.25,4740,76230,2,0,1987,98075
7,1010,160000,3,1.5,1010,9600,1,0,1962,98198
6,1040,204000,3,1,1040,7405,1,0,1971,98010
7,1610,358000,3,2.25,1610,6655,2,0,1985,98058
7,1570,452000,4,1.75,1570,8268,1,0,1979,98011
7,1010,595000,2,2,1510,4000,1,500,1900,98103
7,1360,249000,3,2,1360,6082,1,0,1994,98042
8,1970,346900,4,2.5,1970,5106,2,0,1999,98055
12,5403,2.13E+06,3,2.5,5403,24069,2,0,1976,98166
7,1560,280000,4,2.5,1560,4350,2,0,2003,98056
8,2270,318888,4,1.75,2320,12000,1,50,1973,98032
8,2120,530000,3,2.25,2120,40518,1,0,1967,98075
8,2120,375000,3,2.25,2120,18500,2,0,1983,98031
11,3350,910000,4,2.5,3350,29242,2,0,1988,98052
10,2380,782000,4,2.5,2380,9614,2,0,1991,98006
9,720,259950,2,2,1070,649,2,350,2008,98106
7,1560,315000,4,2.75,2300,18360,1,740,1979,98058
6,1320,215000,2,1,1320,8865,1,0,1943,98168
7,1140,705000,3,1.75,2180,10221,1,1040,1946,98040
10,3580,1.45E+06,3,3,4380,6320,2,800,1952,98199
7,1790,451000,3,1.75,1790,9813,2,0,1949,98155
6,750,261000,2,1,750,8125,1,0,1943,98055
7,1300,396000,3,1.5,1300,8280,1,0,1956,98028
9,2990,725000,4,2.5,2990,29170,2,0,1999,98059
11,2860,1.95E+06,7,3.5,4640,15235,2,1780,1965,98040
7,1400,238000,4,1,1400,7242,1.5,0,1959,98188
8,2750,750000,6,1.75,2750,9563,2,0,1973,98052
7,2050,331500,4,2.5,2050,10271,2,0,1998,98042
7,1410,460000,4,3,2230,108900,1,820,1978,98065
8,2340,404950,4,2.25,2340,217014,1,0,1982,98092
9,2870,880000,3,2.5,2870,5163,2,0,2014,98103
10,4120,863000,4,2.5,4120,22370,2,0,1997,98074
7,1370,638700,3,1.75,2080,9162,1,710,1960,98005
7,1840,435000,3,2.5,1840,5680,2,0,2008,98053
6,1180,260000,3,1,1180,5350,1.5,0,1959,98178
7,1530,671500,5,2.75,2160,4000,1.5,630,1927,98105
8,1180,610000,3,1,1180,3400,1.5,0,1907,98109
6,870,405000,2,0.75,1160,15029,1,290,1937,98014
7,1830,338900,4,2.5,1830,5612,2,0,2003,98038
10,3200,720000,4,4,3200,7708,2,0,2004,98075
7,1760,442000,5,3,2560,5445,1.5,800,1927,98108
8,2550,650000,5,2.75,2550,5040,1.5,0,1902,98122
7,1040,263500,3,1.75,1330,9917,1,290,1981,98058
7,1220,300000,2,1,1220,75794,1,0,1963,98038
7,1805,266000,3,2.5,1805,3402,2,0,2009,98002
9,4150,930000,4,4,6050,84942,2.5,1900,2009,98077
8,2320,530000,4,2.5,2320,5493,2,0,2004,98028
6,1384,180000,3,1,1384,8960,1,0,1965,98023
9,2720,619000,3,2.5,2720,6439,2,0,2005,98065
7,1820,264000,3,1.5,1820,10608,1,0,1962,98003
7,1530,730000,2,2.25,2130,4920,1.5,600,1941,98116
7,2060,439000,4,2.25,2060,10070,2,0,1975,98034
7,1080,268500,4,1.75,1420,7500,1,340,1981,98031
7,1510,330000,3,1.75,1510,15744,1,0,1985,98045
8,1960,640000,3,2.5,2160,4000,1.5,200,1903,98122
11,3180,900000,3,2.5,3180,12600,2,0,1978,98074
8,2110,370000,3,2.25,2110,13300,2,0,1985,98038
8,1330,685000,3,2,2060,2900,1.5,730,1931,98144
7,1010,505000,3,1.5,1830,217800,1,820,1981,98053
7,1820,265000,3,1.75,1820,32666,1,0,1966,98022
8,1610,290000,3,2.5,1610,2937,2,0,2006,98055
7,1780,296000,4,2.5,1780,3600,2,0,2006,98038
7,1840,360000,4,2.5,1840,9611,2,0,1996,98178
7,990,240500,3,1.75,1460,10584,1,470,1997,98168
8,1400,372500,2,2.5,1400,2958,2,0,2007,98126
9,3370,595000,3,2.5,3370,14402,2,0,2004,98045
9,3590,515000,4,3,3590,8249,2,0,1997,98023
9,3200,1.22E+06,4,2.25,3200,15367,2,0,1962,98040
8,1670,507000,2,1.75,1670,6460,1,0,2004,98053
9,2420,399950,4,2,2420,31465,1,0,1984,98092
7,1430,185000,3,1.75,1430,10816,2,0,1994,98010
7,1440,460000,3,1.75,1440,7070,1,0,1980,98052
7,1450,435500,3,2.25,1450,4789,2,0,1985,98029
8,2100,469000,4,2.75,3550,13938,1,1450,1966,98188
8,1110,531000,2,3,1270,1175,2,160,2000,98103
7,940,443500,2,1,940,6804,1,0,1949,98177
7,1300,223000,3,2,1670,6824,1,370,1990,98042
8,2400,590000,4,3.5,3100,15842,2,700,1996,98028
7,1100,340000,2,2.5,1100,1760,3,0,1997,98103
8,1230,650000,3,2,1870,3388,1,640,1925,98199
8,1930,533600,3,2.5,1930,5080,2,0,1990,98029
9,2540,695000,3,2.75,2540,4694,2,0,2005,98074
7,1280,242000,3,1.75,1280,7524,1.5,0,1988,98031
7,1280,425000,3,2.25,1820,8814,1,540,1967,98125
7,1490,525000,3,2.25,1490,9414,2,0,1981,98052
8,1880,485000,3,2.5,1880,5502,2,0,1988,98029
7,1250,175000,3,1,1250,9775,1,0,1971,98045
8,1440,210000,3,2,1440,7210,1,0,1983,98092
7,1920,260000,3,2.5,1920,7415,2,0,1989,98031
7,1330,577000,3,2.5,2060,5750,1,730,1976,98116
7,1210,200000,3,1.5,1210,10588,1,0,1958,98002
7,940,605000,2,1.75,1760,5000,1,820,1927,98117
6,990,325000,3,1,990,6750,1,0,1947,98133
6,820,289500,3,1,960,6400,1,140,1944,98178
9,1660,559950,3,2.5,1660,1458,3,0,2014,98144
8,1330,1.04E+06,3,1.75,1900,9375,1,570,1941,98115
7,990,543500,3,2.25,1270,2790,1,280,1970,98199
9,3250,480000,4,2.25,3250,34293,2,0,1983,98042
6,960,218000,3,1,960,9633,1,0,1982,98022
7,960,565000,2,1.75,1330,6000,1,370,1914,98199
7,1600,426700,3,1.75,2080,7700,1,480,1968,98056
8,2130,650000,3,2.5,2690,11575,1,560,1957,98028
7,770,542000,2,1,890,3060,1,120,1910,98105
7,1070,415000,3,1.75,1070,8000,1,0,1977,98052
6,1200,214000,3,1,1200,8316,1,0,1953,98002
7,1360,245000,3,1.5,1360,8910,2,0,1949,98188
8,2050,314500,3,2,2050,13303,1,0,1993,98003
9,2000,1.12E+06,3,1.5,3000,5750,2,1000,1924,98116
7,800,378000,2,2,1300,3850,1,500,1963,98136
7,1340,305000,4,2.5,2250,9091,1,910,1982,98001
8,1980,595000,5,2.75,3740,6750,1,1760,1978,98028
9,1530,729500,3,2.5,1660,1091,3,130,2015,98116
7,2360,430000,3,2.5,2360,6699,2,0,2003,98065
7,1150,240000,3,1.75,1760,6500,1,610,1987,98038
7,1680,545000,3,1.75,1680,6200,1.5,0,1916,98136
7,870,530000,3,1.75,1320,2500,1,450,1918,98105
6,870,157000,1,1,870,26326,1,0,1939,98198
6,1260,425000,4,1,1260,7645,1.5,0,1925,98146
6,1000,220000,3,1,1000,6020,1,0,1944,98166
8,1550,521000,4,1.75,2020,36400,1,470,1976,98077
7,1120,325000,3,1,1920,6862,1,800,1952,98118
7,1380,597500,3,2,2150,5400,1.5,770,1911,98126
7,1470,337000,3,2.5,1470,3976,2,0,1999,98065
10,3180,1.00E+06,3,2.5,3180,10492,2,0,1991,98052
8,2330,3.07E+06,3,2.5,3930,55867,1,1600,1957,98034
6,990,495000,3,1,990,6000,1,0,1943,98105
8,1970,748000,4,3.5,2770,3330,2,800,2001,98052
7,1250,888000,3,1.5,1250,8710,1,0,1953,98004
7,1140,269900,3,1.75,1140,22267,1,0,1986,98045
7,1550,496500,4,2.5,2250,14440,1,700,1967,98027
7,1640,475000,3,2.5,1640,5097,2,0,1969,98155
7,1255,312000,3,1.5,1255,1374,3,0,2004,98125
7,1290,323000,3,1,1290,12231,1,0,1976,98072
7,1300,331000,3,1.75,1300,9079,1,0,1986,98059
8,1220,306000,3,1.5,1220,1086,3,0,2007,98133
8,2630,655000,4,2.5,2630,4000,3,0,2002,98117
8,1950,290000,3,1.5,1950,15954,1,0,1959,98003
9,2360,1.25E+06,4,3.25,3160,5000,2,800,1965,98105
7,860,460000,3,1.75,1550,4708,1,690,1949,98115
7,850,435000,4,2.5,1700,6380,1,850,1940,98115
8,1630,664000,4,2.75,2510,11880,1,880,1978,98006
8,1800,865000,4,1.75,1800,4180,2,0,1921,98102
8,1200,385000,3,1.75,1800,18000,1,600,1968,98058
7,1350,497000,3,2.25,1870,9315,1,520,1975,98034
7,1010,280000,2,1,1010,3000,1,0,1925,98045
6,1120,188000,2,1.5,1120,17487,1,0,1924,98178
8,1200,478500,3,1,2090,4755,1,890,1969,98136
11,4370,1.15E+06,4,3.5,4370,18361,2,0,2001,98065
7,970,222000,3,2,1440,7187,1,470,1981,98023
8,2580,799000,4,3,2580,209523,2,0,1984,98053
10,3190,609900,4,2.5,3190,7399,2,0,2006,98038
7,1750,413000,4,3.5,2380,5809,2,630,1995,98106
7,1420,400000,4,1,1420,4875,1.5,0,1930,98115
9,2990,802541,5,2.75,2990,6768,2,0,2014,98006
8,2680,320000,3,2.5,2680,7757,2,0,1990,98023
7,2730,507000,4,2.5,2730,7649,2,0,2006,98065
6,1220,387500,3,1,1220,8329,1,0,1946,98115
7,1500,396000,3,1,1500,12616,1,0,1967,98072
8,1430,373000,3,1.75,1830,11788,1,400,1958,98055
10,4570,1.48E+06,5,2.5,4570,19252,2,0,1965,98040
8,2470,359900,4,2.25,2470,7698,2,0,1983,98058
6,670,410000,2,1,800,4342,1,130,1927,98115
9,2900,690000,4,2.5,2900,23488,2,0,1992,98053
7,1410,245000,3,2,1410,5760,1,0,1985,98030
8,1610,700000,5,2.5,2830,25958,1,1220,1979,98075
7,1100,268000,4,1.75,1680,9966,1,580,1977,98198
7,920,225000,3,1.75,1760,26055,1,840,1979,98042
8,2240,980000,4,2.25,2240,11034,2,0,1976,98004
5,1380,795000,2,1,1380,5000,1.5,0,1905,98106
6,820,195000,2,1,820,5100,1,0,1953,98118
6,1730,480000,4,2,2180,10575,1,450,1950,98005
7,1100,485000,4,2,1400,3600,1,300,1900,98119
5,880,130000,2,1,880,9000,1,0,1928,98188
6,1060,325000,2,1,1060,5703,1,0,1946,98198
7,1530,440000,3,1.75,1530,7245,1,0,1984,98034
8,1460,550000,4,1.75,2480,14782,1,1020,1958,98155
6,1490,310000,3,1.75,1490,7150,1,0,1967,98059
9,3260,530000,3,2.5,3660,39478,2,400,1989,98022
8,2340,390000,4,2.5,2340,8548,2,0,1993,98031
7,1450,243000,3,1.75,1450,12125,1,0,1981,98001
9,2210,639000,4,2.5,2210,9875,2,0,1990,98074
7,1130,215000,4,1,1130,7400,1,0,1969,98003
7,1100,405000,5,1.75,1550,10500,1,450,1961,98011
7,1010,250000,4,1.75,1710,7140,1,700,1968,98032
7,1010,405500,3,1.5,1010,8108,1,0,1954,98155
7,2660,452000,6,2.25,2660,13579,2,0,1937,98125
7,2660,730000,6,2.25,2660,13579,2,0,1937,98125
7,1300,267000,3,2,1300,9644,1,0,1994,98010
7,1670,289950,3,2.5,1670,6186,2,0,2002,98038
7,960,565000,2,1,960,4080,1,0,1911,98103
12,4670,1.58E+06,4,3.25,4670,51836,2,0,1988,98005
8,1770,636000,3,2.5,2140,2770,2,370,2007,98052
8,1550,350000,5,3,2520,5500,1,970,2004,98178
7,1130,320000,3,1.5,1650,9380,1,520,1978,98058
8,1440,210000,2,1.75,1440,5680,1,0,1978,98198
7,1050,245000,2,1,1050,5900,1,0,1950,98126
7,1130,328000,3,1.75,1470,7650,1,340,1983,98059
11,4230,985000,4,2.25,4230,37769,2,0,1989,98077
8,1370,501000,3,1.75,1970,7972,1,600,1976,98055
7,1540,315000,3,2.25,1540,17424,2,0,1992,98045
8,2090,403000,3,2.75,2090,8354,2,0,2012,98019
8,2110,550000,3,2,2380,17950,2,270,1934,98155
9,2156,347500,4,2.5,2156,3562,2,0,2012,98030
8,2070,365000,4,2.25,2070,8893,2,0,1986,98058
8,1270,588000,3,1,1910,8167,1,640,1951,98117
8,1260,605000,3,1.75,1920,7400,1,660,1977,98006
9,2290,1.30E+06,3,3.25,3400,5979,2,1110,1937,98105
7,1400,233000,3,2,1400,9177,1,0,1974,98001
8,2210,360000,4,2.5,2210,17715,2,0,1997,98030
6,1020,459000,2,1.75,1170,4887,1,150,1929,98117
9,2100,740000,3,2,2100,72745,1,0,1995,98077
7,1160,305000,3,1,1160,9750,1,0,1967,98077
6,900,395000,3,1,1500,4000,1,600,1925,98117
8,2940,560000,4,2.5,2940,6000,2,0,2000,98011
7,1300,650000,4,1.75,2010,5070,1,710,1963,98116
7,2170,449950,3,2.5,2170,4912,2,0,2003,98028
7,1250,517500,3,1.5,1430,5200,1,180,1940,98117
7,1070,435000,4,1.5,1510,6460,1,440,1970,98034
6,800,329999,3,1,1150,6908,1,350,1952,98155
8,1140,950000,3,1.75,2150,4200,1,1010,1960,98116
7,1230,447000,3,1,1370,6001,1,140,1944,98108
8,2380,699800,2,2.5,2380,6600,1,0,2010,98053
7,770,850000,3,1.75,1370,3850,1,600,1911,98112
7,1070,316500,3,1.75,1600,14250,1,530,1979,98023
9,2030,942500,5,3.5,3750,9612,1,1720,1981,98006
10,2910,1.31E+06,2,2.25,3950,3938,2,1040,1991,98116
9,2400,856600,4,2.25,2400,13430,1,0,1964,98005
8,2830,405600,5,1.5,2830,4000,2.5,0,1918,98118
8,2440,565000,4,2.5,2440,22594,2,0,1996,98053
8,1050,400000,3,2.25,1190,1149,2,140,2008,98116
7,1400,330000,3,2,1400,218252,1,0,1997,98019
7,2730,374950,4,2.75,2730,4683,2,0,2005,98038
7,1610,405300,3,2.75,2390,7939,1,780,1983,98056
8,2060,560000,3,2.25,2060,31400,2,0,1984,98074
8,1290,824000,4,2.25,2490,9864,1,1200,1961,98004
7,1100,260000,3,1.75,1100,10968,1,0,1984,98042
8,1470,760000,4,2.5,2430,6099,1,960,1965,98115
10,2360,405000,3,2.5,3170,12750,2,810,1995,98023
8,2640,429900,4,2.5,2640,8625,2,0,1987,98058
7,1130,341500,3,1.5,1130,7223,1,0,1961,98056
7,1940,465250,5,2,1940,7642,1.5,0,1957,98177
7,1100,450000,2,2,1100,3000,1.5,0,1912,98117
7,1200,390000,3,1,1200,10800,1,0,1955,98006
8,1000,420000,3,2.25,2000,8030,1,1000,1963,98008
8,1730,269950,3,2.5,1890,4838,2,160,2002,98168
7,1060,493000,4,2,1910,2874,1,850,1910,98122
9,2710,370000,4,2.5,2710,5880,2,0,1998,98092
10,3100,2.25E+06,5,4.25,4860,9453,1.5,1760,1905,98112
7,1250,305000,3,1,1250,23680,1,0,1967,98059
6,970,400000,3,1.75,1590,8219,1.5,620,1938,98034
8,1050,320000,3,1.5,1240,1221,2,190,2009,98133
7,2000,715000,4,1,2000,4800,2,0,1911,98103
8,3610,650000,6,2.75,3610,10003,1.5,0,1966,98008
8,1930,218000,5,1.75,1930,8040,1,0,1966,98023
7,1280,500000,2,1,1280,5400,1,0,1964,98117
7,2090,460000,4,2,2090,40419,1,0,1984,98027
7,1140,232500,3,1.5,1940,9887,1,800,1969,98003
7,1800,408200,3,2.5,1800,5761,2,0,1990,98106
7,1400,522000,3,1.75,1730,8400,1,330,1980,98052
9,2810,675000,4,2.5,2810,11120,2,0,1982,98074
11,2260,1.36E+06,4,3.5,3550,11000,1,1290,1999,98006
6,1330,249950,4,1,1330,7980,1.5,0,1952,98168
6,750,210000,2,1,750,34133,1,0,1950,98168
7,1090,429950,4,1,1760,7216,1,670,1947,98133
9,3200,737500,4,2.5,3200,36276,2,0,1993,98053
8,1740,710000,4,2,1740,9000,1,0,1958,98033
8,2100,470000,3,2.5,2100,4700,2,0,1999,98065
12,4270,1.10E+06,4,3.5,4270,40097,1,0,1993,98077
7,1340,650000,3,2,1340,2720,1.5,0,1913,98103
9,1680,1.22E+06,4,2.5,3190,8684,1,1510,1967,98006
8,1630,422120,3,2.5,1630,4534,2,0,1987,98034
9,2990,625000,5,2.5,2990,15085,2,0,2007,98011
6,1550,385200,4,1,1550,7740,1.5,0,1954,98126
8,1690,500000,3,2.25,1690,4964,2,0,1989,98029
8,1960,308000,4,2.25,1960,12243,2,0,1989,98042
8,1360,565000,3,2.75,2390,9966,1,1030,1977,98006
7,2600,581000,3,2.5,2600,4438,2,0,2004,98053
8,1950,361000,3,2,1950,8698,1,0,1999,98042
7,1250,345000,3,1,1250,7210,1,0,1964,98008
8,840,419000,2,2.25,1180,1253,2,340,2008,98122
7,1680,347000,3,2.5,1680,4308,2,0,2004,98056
9,2220,625000,4,2.25,2220,36085,2,0,1989,98075
11,3090,2.40E+06,4,4.25,4890,15188,2,1800,1999,98040
8,2660,379000,3,3.25,2660,17852,2.5,0,2014,98010
7,1150,310000,3,1.5,1150,3323,2,0,1988,98029
6,1130,250000,2,2,1130,5500,1,0,1941,98030
9,2760,682000,5,2.75,2760,5000,2,0,2005,98059
7,1430,246500,3,2,1430,8919,1,0,1992,98022
5,1490,325000,3,1,1490,57381,1.5,0,1932,98092
8,2030,310950,4,2.5,2030,4997,2,0,2004,98031
9,1890,1.10E+06,3,2,3010,5000,2,1120,1931,98199
7,1130,287500,3,1,1810,7200,1,680,1954,98133
7,1130,431000,3,1,1810,7200,1,680,1954,98133
6,970,226000,3,1,970,5000,1,0,1968,98118
7,1510,825000,3,1.75,2010,3090,1.5,500,1926,98103
6,1300,175000,4,1,1300,6030,1.5,0,1947,98168
7,1260,465750,3,1.5,1260,10350,1,0,1959,98008
8,2610,659000,4,2.25,2610,24931,2,0,1983,98075
8,1110,595000,3,1.75,1910,5753,1,800,1941,98115
8,1780,350000,3,2.25,1780,16290,2,0,1987,98058
8,1900,270000,4,2.25,1900,8600,1,0,1975,98023
7,1340,662500,6,2.25,2450,25600,1,1110,1957,98008
5,1380,249900,3,1.75,1380,14000,1,0,1939,98001
7,1230,324500,3,1.75,1920,11340,1,690,1977,98023
8,1350,430000,2,1.75,1350,4003,1,0,2004,98053
8,1350,419950,2,1.75,1350,4003,1,0,2004,98053
8,1290,285000,4,1.75,2510,7440,1,1220,1962,98032
8,2470,332000,4,2.5,2470,7780,2,0,2002,98092
7,960,282000,4,1.75,1660,10725,1,700,1956,98168
7,940,320000,3,1,1340,5175,1,400,1987,98133
7,1620,428750,3,1,1620,30736,1.5,0,1911,98006
8,2300,330000,3,2.25,2300,35287,2,0,1977,98022
8,2000,456500,4,3.5,2000,2309,3,0,2008,98177
8,1640,352000,3,2.25,1640,11050,1,0,1972,98059
7,1530,664000,4,2,1530,4080,1.5,0,1912,98105
9,2190,628000,3,1.75,4000,11894,1,1810,1987,98011
7,1080,512000,3,1.75,1610,12555,1,530,1977,98052
7,1450,254000,3,2,2070,9000,1,620,1969,98023
8,1900,535800,4,2.5,1900,5790,2,0,1994,98029
7,1050,287653,3,1,1050,16050,1,0,1960,98038
8,1180,438000,3,2.5,1520,1304,2,340,2006,98136
7,1750,450000,4,1.75,2390,23899,1,640,1949,98028
8,2400,327000,5,2.75,2400,8050,2,0,1998,98092
7,1790,370500,4,2.5,1790,6120,2,0,2005,98059
7,1720,265000,3,2.5,1720,6271,2,0,1993,98038
8,1800,450000,4,2.75,2980,13260,1,1180,1979,98056
8,1520,425000,3,1,1520,213444,1.5,0,1988,98027
7,1150,166600,3,1.75,1150,8690,1,0,1977,98042
5,380,245000,1,0.75,380,15000,1,0,1963,98168
7,910,565000,3,1,910,5212,1,0,1951,98115
8,1230,539900,3,1.75,1650,10150,1,420,1976,98033
10,2480,910000,3,3.5,2480,3200,2,0,2010,98144
8,2050,280000,4,2.5,2050,7416,2,0,1990,98092
7,1420,275000,3,2.25,1420,8549,2,0,1989,98038
7,3460,467000,3,2.5,3460,6590,2,0,2001,98056
8,1500,457500,3,2.5,1500,4445,2,0,1996,98029
7,1320,381156,2,1,1320,3090,1,0,1908,98118
8,1220,289999,5,2.5,2180,8240,1,960,1977,98092
7,1230,642450,3,1.75,1830,4160,1,600,1919,98144
7,1220,469950,3,2.25,1620,8701,1,400,1962,98007
8,1460,795000,3,2,2920,13650,1,1460,1975,98033
10,3300,785000,4,2.5,3300,10514,2,0,1984,98074
10,3060,860000,3,2.25,3060,12095,2,0,1983,98006
7,3064,1.10E+06,0,0,3064,4764,3.5,0,1990,98102
7,1530,147500,3,1,1530,8498,1,0,1959,98031
7,1410,390000,3,2,1910,11576,1,500,1978,98011
7,1020,229000,3,1,1020,8100,1,0,1954,98198
6,1150,185000,3,1,1150,8100,1,0,1932,98168
7,870,414900,3,1.5,1260,9570,1,390,1941,98115
6,920,200000,4,2,1920,4822,1,1000,1914,98136
8,1800,225000,4,2.25,1800,9350,1,0,1969,98092
7,1360,720000,3,1.75,2040,4000,2,680,1924,98105
8,1430,930000,4,2.5,2200,4000,2,770,1908,98119
7,2160,1.27E+06,5,2.5,3200,17204,1,1040,1952,98004
7,1780,700000,5,3.25,2400,3118,2,620,1928,98122
7,1140,466000,2,1.5,1140,1058,3,0,2005,98103
7,1330,374000,3,1.5,1330,10640,1,0,1976,98011
8,1940,480000,3,2.5,1940,10035,2,0,1994,98072
9,3000,740000,3,2.5,3000,25341,2,0,1995,98053
8,1820,1.01E+06,4,1,1820,5400,1.5,0,1923,98102
8,2910,395000,4,2.5,2910,5000,2,0,2002,98042
6,1090,340000,2,1,1090,6771,1,0,1954,98106
7,1020,209000,3,2,1230,1340,2,210,2003,98106
7,1710,431650,5,2.5,1710,7700,1.5,0,1962,98007
9,1780,980000,5,2.5,3160,11470,1,1380,1971,98040
9,2680,660000,3,2.5,2680,28243,2,0,1993,98077
8,1840,730000,4,2.25,2190,9009,2,350,1977,98033
7,1260,291500,3,1.75,1260,9600,1,0,1988,98042
9,2340,905000,4,3.5,2970,14486,2,630,1997,98040
10,2570,800000,4,2.5,2570,50308,1.5,0,1993,98077
9,2560,839900,4,3.5,3810,13592,1,1250,2013,98056
8,950,200000,1,1.5,1010,1157,2,60,2007,98126
7,1080,300000,3,2,1480,6698,1,400,1979,98058
7,1250,530000,3,1.75,1250,6041,1.5,0,1942,98115
7,1654,314950,3,2.25,1654,8479,2,0,1995,98038
7,1410,255000,3,1.75,1410,9315,1,0,1960,98031
7,1500,550000,5,2.75,2160,5720,1,660,1950,98144
6,700,435000,3,1,1400,4800,1,700,1917,98136
7,1420,234000,3,1.75,1420,8738,1,0,1966,98002
8,1600,615000,4,2.25,2500,10062,1,900,1975,98052
7,1410,205000,3,2,1410,8384,1,0,1985,98001
7,1050,384000,4,1.75,2100,7135,1,1050,1955,98106
8,1750,324000,3,2.5,1750,7208,2,0,1994,98055
7,1130,645000,3,1.75,2070,5500,1,940,1946,98115
8,1260,570000,3,3.25,1570,1777,2,310,2007,98107
8,1920,324000,3,2.5,1920,5322,2,0,1999,98031
6,1000,270000,2,1,1000,10320,1,0,1943,98106
7,2120,290000,5,1.5,2120,7700,1.5,0,1962,98058
7,1440,250000,3,2,1440,9220,1,0,1965,98198
7,1660,342000,3,1.75,1660,16275,2,0,1990,98014
7,1340,255000,3,1.5,1340,8450,1,0,1958,98188
9,1450,800000,3,2.25,2380,11824,1,930,1972,98040
7,1000,451000,3,1.75,1560,4049,1.5,560,1926,98126
7,1390,990000,4,2.5,2780,10480,1,1390,1967,98033
7,1220,288400,4,2.5,1860,6687,1,640,1983,98031
8,1750,420000,3,1.5,2390,4600,2,640,1920,98118
8,1080,359000,2,2.75,1370,1140,2,290,2009,98133
7,1420,390000,4,3,2570,262018,1,1150,1988,98058
7,1320,300000,3,2.5,1320,2614,2,0,2005,98118
7,1500,545000,5,2.5,2520,7863,1,1020,1981,98034
6,1250,288349,3,1,1250,18616,1,0,1972,98010
7,1290,299900,3,2.25,1560,35026,1,270,1985,98092
